id,belongs_to_collection,budget,genres,original_language,popularity,production_companies,production_countries,release_date,runtime,spoken_languages,Keywords,cast,crew,revenue
484,485,,,596.0,0,2.183504,2089.0,1.0,14096.75,85.0,1.0,2546.0,2370.0,1754.0,3335984
485,486,,25000000.0,691.0,0,5.481452,956.0,1.0,20340.75,122.0,1.0,2375.0,2098.0,1059.0,15478800
486,487,,60000000.0,289.0,0,7.685548,958.0,1.0,15838.75,170.0,1.0,108.0,912.0,1236.0,186883563
487,488,233.0,4500000.0,26.0,12,1.8331849999999998,1860.0,171.0,18701.75,65.0,230.0,1667.0,2758.0,2772.0,3468423
488,489,328.0,9000000.0,330.0,0,27.756026000000002,427.0,60.0,21746.75,104.0,1.0,1391.0,2530.0,2294.0,108782847
489,490,,250000.0,214.0,0,1.9245349999999999,1998.0,1.0,13242.75,85.0,1.0,522.0,2731.0,1896.0,609524
490,491,,590235.0,172.0,0,8.888392999999999,1789.0,157.0,19762.75,92.0,152.0,1085.0,752.0,2426.0,1725381
491,492,,35000000.0,366.0,0,5.80986,554.0,1.0,19286.75,92.0,1.0,1116.0,911.0,1049.0,63215872
492,493,,12000000.0,693.0,0,8.435294,1196.0,60.0,21130.75,95.0,1.0,2383.0,1244.0,179.0,66351
493,494,,,289.0,0,9.116245,154.0,1.0,11127.75,110.0,1.0,2288.0,706.0,662.0,37803872
494,495,,2000000.0,701.0,0,2.300459,1265.0,1.0,20005.75,97.0,1.0,1591.0,2372.0,1939.0,7306
495,496,,25000000.0,483.0,0,10.323838,291.0,1.0,15622.75,99.0,1.0,,2039.0,2176.0,11838218
496,497,,2800000.0,350.0,0,12.560941999999999,1485.0,1.0,22755.75,80.0,1.0,2596.0,2873.0,2939.0,3600000
497,498,,15000000.0,397.0,0,18.451321,1904.0,1.0,13822.75,84.0,1.0,1259.0,1367.0,877.0,44065653
498,499,,,732.0,0,0.91505,,,18878.75,152.0,1.0,,2689.0,472.0,25
499,500,294.0,80000000.0,175.0,0,11.760218,196.0,1.0,22177.75,89.0,137.0,386.0,1774.0,2307.0,473226958
500,501,,,857.0,4,7.872569,707.0,75.0,5366.0,145.0,5.0,84.0,1566.0,1870.0,741766
501,502,,57000000.0,551.0,0,11.82081,63.0,1.0,18540.75,123.0,1.0,228.0,89.0,969.0,52034889
502,503,,,429.0,0,8.35399,2132.0,1.0,22012.75,104.0,1.0,2029.0,275.0,1283.0,316472
503,504,,25000000.0,784.0,0,4.558992,463.0,1.0,14866.75,128.0,1.0,2538.0,373.0,1324.0,13071518
504,505,,,624.0,0,10.460298,2377.0,1.0,881.25,122.0,1.0,2210.0,1514.0,1812.0,11750000
505,506,,10000000.0,440.0,4,5.3584,1204.0,59.0,20758.75,109.0,179.0,1118.0,1322.0,2844.0,10759
506,507,,25000000.0,538.0,0,10.510245,1277.0,1.0,19647.75,104.0,185.0,1305.0,35.0,244.0,6673422
507,508,252.0,60000000.0,672.0,0,8.462363999999999,1263.0,1.0,15769.75,131.0,1.0,953.0,605.0,797.0,102367405
508,509,,60000.0,771.0,0,10.621362,999.0,1.0,15895.75,84.0,1.0,1834.0,1116.0,1447.0,3221152
509,510,,6500000.0,307.0,0,9.312354,2033.0,1.0,21886.75,89.0,1.0,1489.0,2865.0,1375.0,13865435
510,511,,910000.0,687.0,0,18.211092999999998,179.0,1.0,-192.0625,108.0,1.0,2439.0,768.0,1016.0,9600000
511,512,,22000000.0,553.0,0,9.863789,379.0,1.0,22663.75,100.0,1.0,1234.0,1073.0,1340.0,194647323
512,513,,93.0,551.0,0,11.096527,1458.0,1.0,20480.75,107.0,1.0,478.0,2092.0,2770.0,2500000
513,514,281.0,27000000.0,678.0,0,8.907074,407.0,153.0,14501.75,99.0,1.0,1148.0,1556.0,2194.0,101646581
514,515,299.0,,288.0,0,6.6256070000000005,1825.0,274.0,22377.75,96.0,1.0,1684.0,2968.0,2420.0,53447
515,516,263.0,12000000.0,348.0,0,5.875605999999999,1552.0,1.0,16322.75,99.0,1.0,1510.0,964.0,347.0,21133087
516,517,,2000000.0,809.0,10,0.570021,1689.0,131.0,16539.75,156.0,308.0,1110.0,2570.0,1328.0,6000000
517,518,,15000000.0,289.0,0,11.853019999999999,2120.0,37.0,21878.75,123.0,318.0,1437.0,2071.0,2557.0,123726688
518,519,415.0,149000000.0,354.0,0,294.337037,1061.0,1.0,22794.75,141.0,204.0,1289.0,,,820580447
519,520,,32000000.0,193.0,0,8.074218,729.0,1.0,21068.75,137.0,1.0,704.0,2441.0,1290.0,28258060
520,521,,30000000.0,501.0,0,8.142166,997.0,114.0,16812.75,108.0,1.0,1653.0,1433.0,1537.0,18195610
521,522,,,741.0,0,1.380258,2359.0,1.0,21662.75,116.0,1.0,1105.0,2577.0,2957.0,365522
522,523,,10000000.0,193.0,0,7.412826,944.0,114.0,21906.75,105.0,239.0,1434.0,1301.0,1481.0,28883511
523,524,,13000000.0,241.0,0,11.147039999999999,139.0,1.0,643.1875,220.0,1.0,1444.0,1330.0,2599.0,122700000
524,525,,,429.0,10,1.532894,1990.0,131.0,18429.75,181.0,308.0,2354.0,2621.0,2849.0,8500000
525,526,,4000000.0,61.0,0,6.780752000000001,1790.0,37.0,20551.75,99.0,80.0,472.0,1918.0,1177.0,25345000
526,527,,20000000.0,79.0,0,8.34835,1062.0,264.0,20634.75,109.0,1.0,1046.0,2492.0,234.0,17425000
527,528,,62000000.0,596.0,0,6.258666000000001,138.0,4.0,19528.75,87.0,1.0,2292.0,1443.0,525.0,41819064
528,529,,78146652.0,825.0,0,9.097953,465.0,95.0,19800.75,125.0,50.0,713.0,655.0,631.0,60000000
529,530,,28000000.0,555.0,0,6.053567,1119.0,1.0,18758.75,103.0,1.0,2154.0,2160.0,241.0,38159905
530,531,369.0,4100000.0,193.0,0,3.826281,846.0,1.0,-472.0,135.0,1.0,2077.0,1026.0,2140.0,36000000
531,532,,,741.0,0,6.316596,2327.0,37.0,22554.75,117.0,1.0,2374.0,2741.0,132.0,226286
532,533,,18000000.0,833.0,0,6.41742,2196.0,1.0,11478.75,107.0,1.0,2452.0,283.0,2641.0,9697739
533,534,11.0,40000000.0,514.0,0,9.034929,896.0,1.0,20271.75,107.0,37.0,634.0,1658.0,937.0,126248813
534,535,,4000000.0,289.0,0,4.661689,635.0,161.0,19254.75,105.0,1.0,1040.0,1387.0,2105.0,46474
535,536,,45000000.0,303.0,0,11.221186,1638.0,139.0,19615.75,160.0,223.0,919.0,1569.0,1295.0,9323833
536,537,,3000000.0,532.0,0,0.527297,,1.0,17378.75,113.0,1.0,1731.0,2493.0,2566.0,19184015
537,538,,75000000.0,397.0,0,13.249823999999998,1310.0,1.0,15131.75,136.0,1.0,933.0,295.0,948.0,335062621
538,539,2.0,48000000.0,50.0,0,14.788986999999999,2.0,1.0,12561.75,127.0,228.0,38.0,5.0,3.0,474171806
539,540,,,588.0,0,4.3981699999999995,2215.0,1.0,20564.75,87.0,1.0,2067.0,2285.0,2368.0,621951
540,541,,150000000.0,92.0,0,11.30428,1928.0,1.0,22180.75,111.0,1.0,485.0,2938.0,2184.0,128388320
541,542,,6900000.0,538.0,0,6.8652,511.0,1.0,14145.75,102.0,1.0,1457.0,2195.0,401.0,7993039
542,543,39.0,65000000.0,348.0,0,11.023042,194.0,1.0,16021.75,100.0,1.0,378.0,2002.0,2150.0,40002112
543,544,3.0,79000000.0,11.0,0,29.423537,248.0,227.0,17517.75,179.0,1.0,971.0,73.0,95.0,926287400
544,545,,8000000.0,550.0,0,0.537378,375.0,1.0,5113.5,149.0,1.0,1384.0,902.0,2462.0,20000000
545,546,,5800000.0,364.0,0,0.906143,1668.0,1.0,18870.75,95.0,1.0,832.0,2211.0,1214.0,7000000
546,547,,30000000.0,232.0,0,11.066473,278.0,1.0,17512.75,125.0,1.0,1440.0,233.0,1791.0,105834556
547,548,,3500000.0,663.0,0,5.732016000000001,133.0,1.0,12905.75,93.0,1.0,987.0,72.0,1089.0,16324573
548,549,401.0,9000000.0,330.0,0,10.182974,448.0,1.0,22572.75,99.0,1.0,2318.0,2214.0,2828.0,81705746
549,550,174.0,,732.0,0,0.769595,,37.0,18519.75,180.0,1.0,1982.0,2850.0,1694.0,238073
550,551,,13000000.0,637.0,0,9.142772,1215.0,1.0,17417.75,81.0,156.0,1358.0,2434.0,670.0,97837138
551,552,,49000000.0,716.0,0,30.206365,199.0,219.0,21976.75,120.0,1.0,456.0,2532.0,534.0,104399548
552,553,,40000000.0,330.0,0,10.939066,1040.0,1.0,17855.75,98.0,1.0,1595.0,952.0,959.0,141591324
553,554,,,586.0,0,4.769347,491.0,1.0,13942.75,96.0,1.0,2252.0,190.0,751.0,11081586
554,555,,14500000.0,180.0,14,9.298092,1133.0,152.0,16946.75,108.0,234.0,1342.0,2295.0,2380.0,95789342
555,556,,,401.0,0,4.854436,601.0,1.0,-8301.4375,90.0,80.0,793.0,1501.0,856.0,600000
556,557,,,32.0,0,0.23999299999999998,1995.0,157.0,21613.75,112.0,1.0,2238.0,2467.0,2191.0,4878242
557,558,,8500000.0,532.0,0,5.590678,2304.0,1.0,21453.75,96.0,1.0,,2201.0,1336.0,22456509
558,559,,23000000.0,542.0,0,7.528275999999999,789.0,100.0,22335.75,106.0,68.0,267.0,2935.0,544.0,46152411
559,560,394.0,2700000.0,91.0,0,10.246132000000001,579.0,1.0,9054.75,118.0,286.0,568.0,2529.0,2484.0,37799643
560,561,,,193.0,0,1.282833,1755.0,1.0,19269.75,98.0,1.0,2487.0,2510.0,2265.0,16136
561,562,,,193.0,0,12.34835,1579.0,1.0,21418.75,96.0,1.0,789.0,2320.0,2917.0,1600000
562,563,,75000000.0,596.0,0,11.134888,1043.0,1.0,17939.75,99.0,1.0,856.0,1775.0,223.0,196482882
563,564,,20000000.0,193.0,0,8.066726,755.0,1.0,22188.75,100.0,179.0,172.0,2174.0,698.0,36606743
564,565,360.0,,193.0,8,0.6996680000000001,2300.0,173.0,10904.75,120.0,198.0,515.0,2889.0,254.0,930349
565,566,,,596.0,0,3.9395569999999998,,37.0,20053.75,101.0,33.0,2482.0,2682.0,2667.0,81010
566,567,,12000000.0,367.0,0,4.73816,591.0,1.0,2122.1875,167.0,330.0,1635.0,920.0,1240.0,7900000
567,568,,40000000.0,463.0,0,6.322435,683.0,1.0,20843.75,91.0,1.0,1186.0,1885.0,20.0,36893721
568,569,,12000000.0,253.0,0,10.159713,1258.0,1.0,22754.75,100.0,1.0,2276.0,1062.0,833.0,17768012
569,570,,18000000.0,763.0,0,4.29831,1486.0,1.0,11485.75,118.0,1.0,354.0,1447.0,1676.0,3900000
570,571,23.0,5000000.0,335.0,0,17.656951,804.0,37.0,17469.75,113.0,199.0,159.0,579.0,874.0,82719885
571,572,198.0,7000000.0,307.0,0,11.00913,1480.0,1.0,17631.75,89.0,1.0,186.0,1054.0,1893.0,16829545
572,573,,80000000.0,701.0,0,9.554067,710.0,38.0,20116.75,117.0,1.0,2442.0,675.0,79.0,74901339
573,574,,1000000.0,532.0,0,3.374229,548.0,1.0,16911.75,97.0,1.0,1923.0,2695.0,2549.0,10013424
574,575,53.0,35000000.0,532.0,0,10.754139,425.0,85.0,22536.75,123.0,1.0,118.0,1287.0,1629.0,211952420
575,576,,,241.0,0,12.50303,713.0,64.0,13135.75,130.0,1.0,1742.0,670.0,664.0,20710451
576,577,113.0,16000000.0,520.0,0,8.899417999999999,406.0,1.0,13018.75,96.0,1.0,656.0,883.0,1525.0,48878502
577,578,,,27.0,4,8.665106,1198.0,118.0,22676.75,86.0,2.0,1659.0,2502.0,2975.0,7800000
578,579,,16000000.0,193.0,0,14.906621,371.0,1.0,20998.75,114.0,1.0,2619.0,2334.0,100.0,12434778
579,580,,,482.0,0,1.033927,224.0,1.0,-2244.375,88.0,1.0,2253.0,1336.0,792.0,88
580,581,,,566.0,0,2.858879,512.0,37.0,11527.75,82.0,1.0,2524.0,840.0,1150.0,8033397
581,582,,,232.0,0,6.785735000000001,148.0,1.0,21838.75,116.0,1.0,2331.0,1547.0,397.0,461162
582,583,,20000000.0,287.0,0,9.351557000000001,1377.0,1.0,19265.75,135.0,1.0,923.0,84.0,212.0,4001121
583,584,77.0,19000000.0,319.0,0,15.339153,578.0,1.0,14992.75,108.0,33.0,314.0,495.0,936.0,25836616
584,585,,,538.0,0,0.773954,1025.0,1.0,12015.75,116.0,1.0,1560.0,2482.0,852.0,1083282
585,586,,10400000.0,193.0,1,8.792104,23.0,131.0,22636.75,161.0,265.0,2240.0,2199.0,2889.0,310000000
586,587,,1500000.0,787.0,20,0.446454,,131.0,22229.75,162.0,272.0,,2572.0,2878.0,4400000
587,588,85.0,40000000.0,445.0,0,0.75571,558.0,81.0,22636.75,107.0,1.0,1091.0,53.0,1206.0,312242626
588,589,,90000.0,330.0,0,0.837849,2138.0,1.0,1369.6875,72.0,1.0,671.0,2146.0,864.0,5000000
589,590,,28000000.0,193.0,0,5.017519999999999,2089.0,1.0,15698.75,134.0,104.0,146.0,2304.0,560.0,5684789
590,591,,,596.0,0,0.218263,1312.0,1.0,16201.75,94.0,1.0,2327.0,2038.0,2781.0,9016377
591,592,,,232.0,12,0.402368,2207.0,171.0,17868.75,,230.0,2197.0,2527.0,2715.0,234748
592,593,,6000000.0,289.0,0,7.903956,1268.0,1.0,19607.75,109.0,1.0,1627.0,651.0,1398.0,44703995
593,594,239.0,3000000.0,809.0,0,11.303239999999999,571.0,278.0,21278.75,108.0,139.0,974.0,270.0,403.0,11176469
594,595,,,532.0,0,11.971318,50.0,1.0,14698.75,97.0,1.0,,2296.0,1794.0,32648673
595,596,,,819.0,4,1.985348,1972.0,59.0,21190.75,88.0,190.0,,1795.0,2845.0,214000
596,597,208.0,8000000.0,323.0,0,10.434018,1919.0,1.0,10176.75,120.0,80.0,1487.0,1394.0,1090.0,21028755
597,598,,8000000.0,538.0,0,5.320117,544.0,1.0,18833.75,102.0,1.0,578.0,1660.0,1319.0,100523181
598,599,,13000000.0,193.0,0,5.169999,1416.0,1.0,18946.75,110.0,47.0,997.0,1341.0,404.0,1151330
599,600,,35000000.0,637.0,0,13.542675,1435.0,28.0,21235.75,112.0,33.0,769.0,1752.0,1399.0,42930462
600,601,,15000000.0,527.0,0,20.301019,50.0,1.0,11457.75,110.0,1.0,1102.0,224.0,457.0,356830601
601,602,,12000000.0,253.0,0,7.607052,1712.0,1.0,22167.75,100.0,1.0,,1213.0,2676.0,60273173
602,603,,65000000.0,44.0,0,10.90061,1037.0,1.0,16931.75,132.0,1.0,771.0,537.0,298.0,117487473
603,604,,16000000.0,597.0,0,12.069966,1491.0,1.0,16158.75,97.0,2.0,775.0,536.0,820.0,53478166
604,605,,5500000.0,230.0,0,6.3893260000000005,720.0,1.0,8389.75,109.0,1.0,776.0,120.0,140.0,26414658
605,606,,100000.0,250.0,0,5.113205000000001,986.0,1.0,21952.75,193.0,362.0,816.0,1253.0,1603.0,11000000
606,607,,,685.0,7,10.475435000000001,2294.0,195.0,21906.75,141.0,258.0,604.0,2643.0,2083.0,228984
607,608,,,732.0,0,1.373641,1966.0,1.0,20571.75,88.0,1.0,,2848.0,2095.0,429766
608,609,,700000.0,193.0,0,2.819298,1257.0,113.0,19030.75,77.0,1.0,2347.0,1916.0,1273.0,31576
609,610,264.0,,108.0,0,5.121308999999999,,,15340.75,71.0,351.0,2001.0,1299.0,2679.0,273644
610,611,,12000000.0,324.0,0,7.075533999999999,1145.0,1.0,11912.75,82.0,56.0,1973.0,2631.0,593.0,3769990
611,612,,8575000.0,644.0,2,16.727404999999997,1984.0,212.0,22431.75,145.0,255.0,441.0,2705.0,1668.0,1983204
612,613,,5000000.0,637.0,0,10.737565,2011.0,21.0,17935.75,101.0,1.0,1538.0,874.0,1809.0,8203235
613,614,,17000000.0,596.0,0,5.924226,355.0,1.0,17918.75,95.0,1.0,2339.0,1778.0,2187.0,16980098
614,615,370.0,6000000.0,379.0,0,8.522673,222.0,38.0,2308.8125,158.0,62.0,1226.0,1230.0,1672.0,28900000
615,616,,,193.0,0,3.9366730000000003,1423.0,37.0,19647.75,110.0,1.0,1886.0,1247.0,528.0,1107542
616,617,,,870.0,8,0.31843699999999997,,214.0,20370.75,95.0,198.0,,2734.0,2224.0,170000
617,618,297.0,35000000.0,848.0,0,10.378902,1077.0,1.0,14052.75,94.0,1.0,1919.0,1131.0,481.0,117270765
618,619,,4500000.0,532.0,0,14.658885,478.0,1.0,10085.75,90.0,1.0,886.0,631.0,656.0,27092880
619,620,,,121.0,16,5.472430999999999,1703.0,223.0,10211.75,188.0,60.0,1417.0,867.0,1460.0,4971340
620,621,,70000000.0,701.0,0,10.876463000000001,50.0,114.0,16336.75,105.0,1.0,513.0,607.0,1377.0,177841558
621,622,,,303.0,8,7.559297999999999,577.0,220.0,18205.75,120.0,198.0,2362.0,2751.0,981.0,837000
622,623,,10000000.0,241.0,0,10.754997,825.0,38.0,22552.75,109.0,1.0,168.0,816.0,1607.0,4073489
623,624,,85000000.0,13.0,0,9.434006,1059.0,1.0,14047.75,130.0,1.0,1865.0,383.0,578.0,137298489
624,625,,22000000.0,448.0,0,8.473369,1108.0,1.0,16952.75,84.0,1.0,1646.0,2323.0,2452.0,84772742
625,626,,15000000.0,366.0,0,14.319742999999999,2066.0,1.0,1820.8125,212.0,1.0,1997.0,1329.0,1662.0,146900000
626,627,,,789.0,0,4.379054,1308.0,1.0,13942.75,112.0,1.0,232.0,696.0,2281.0,5632086
627,628,,16000000.0,429.0,1,5.1278760000000005,1592.0,131.0,22384.75,142.0,265.0,1622.0,2045.0,2793.0,29251596
628,629,,6000000.0,193.0,0,7.873407,1348.0,1.0,22587.75,116.0,2.0,269.0,2881.0,2067.0,6174491
629,630,,,289.0,0,0.8974129999999999,1460.0,,15944.75,116.0,1.0,2153.0,688.0,1867.0,12413650
630,631,,16000000.0,551.0,0,12.646517999999999,540.0,1.0,18191.75,126.0,384.0,581.0,1496.0,261.0,109502303
631,632,,10000000.0,77.0,0,4.127728,599.0,37.0,5779.75,125.0,215.0,2388.0,2117.0,1118.0,1500000
632,633,,15000000.0,659.0,0,6.600650999999999,1735.0,1.0,13359.75,110.0,1.0,1829.0,1555.0,804.0,30102717
633,634,65.0,100000000.0,357.0,0,19.382082,855.0,95.0,18441.75,106.0,1.0,483.0,2364.0,442.0,330579719
634,635,315.0,,532.0,0,8.3539,50.0,1.0,4784.6875,106.0,1.0,567.0,798.0,1149.0,44527234
635,636,163.0,27000000.0,297.0,0,14.225919000000001,1389.0,95.0,10686.75,102.0,1.0,1207.0,1955.0,444.0,20158808
636,637,,,55.0,0,2.081712,2066.0,,9714.75,107.0,1.0,2356.0,2077.0,2200.0,36565280
637,638,136.0,23000000.0,792.0,0,7.667578999999999,1090.0,1.0,19401.75,98.0,231.0,263.0,2217.0,328.0,150816700
638,639,,300000.0,69.0,0,1.023164,843.0,226.0,9531.75,105.0,1.0,1937.0,2469.0,2130.0,1400000
639,640,,6.0,289.0,0,11.179864,2379.0,1.0,16684.75,122.0,1.0,1943.0,156.0,154.0,8
640,641,,50000000.0,193.0,0,5.716009,430.0,1.0,16329.75,146.0,1.0,536.0,1018.0,1797.0,73956241
641,642,,50000000.0,807.0,0,10.337994,902.0,215.0,21822.75,95.0,1.0,125.0,1238.0,166.0,97437106
642,643,,39000000.0,596.0,0,7.830087,61.0,1.0,12231.75,116.0,1.0,1990.0,311.0,1278.0,288752301
643,644,,13000000.0,596.0,0,2.326115,280.0,1.0,15832.75,84.0,1.0,2174.0,1307.0,2347.0,8026971
644,645,,,193.0,14,7.8435619999999995,1288.0,152.0,-813.8125,143.0,246.0,147.0,1196.0,1305.0,55240
645,646,,5000000.0,257.0,0,9.649312,1938.0,157.0,20241.75,113.0,1.0,,2878.0,2416.0,1000000
646,647,,50000000.0,253.0,0,5.768575,697.0,1.0,18588.75,128.0,290.0,139.0,499.0,1052.0,94000000
647,648,,9000000.0,747.0,0,14.304205,94.0,1.0,5031.1875,98.0,1.0,2448.0,1094.0,1355.0,2500000
648,649,,,236.0,0,5.682778,50.0,1.0,-3882.0,130.0,1.0,2468.0,1872.0,2113.0,16300000
649,650,15.0,30000000.0,27.0,0,11.766244,844.0,38.0,18508.75,85.0,1.0,379.0,1185.0,1502.0,192452832
650,651,,16500000.0,289.0,0,10.673167,1031.0,38.0,14955.75,136.0,1.0,662.0,138.0,749.0,135000000
651,652,,5000000.0,504.0,0,5.839893,2268.0,1.0,10329.75,107.0,33.0,1141.0,2180.0,2673.0,12232628
652,653,,,538.0,0,2.805298,2062.0,,15950.75,101.0,1.0,,2049.0,1097.0,49501
653,654,,20000.0,710.0,14,3.111281,1287.0,152.0,15649.75,111.0,246.0,202.0,1709.0,2089.0,99000
654,655,,2600000.0,763.0,8,8.623982,2117.0,173.0,19254.75,92.0,198.0,1580.0,1873.0,2403.0,553198
655,656,,25000000.0,810.0,0,7.438934,255.0,1.0,14517.75,97.0,1.0,2263.0,64.0,2070.0,22200000
656,657,,11500000.0,193.0,0,6.5145919999999995,394.0,1.0,14292.75,99.0,1.0,1466.0,565.0,1506.0,20079850
657,658,,,596.0,0,11.959887,1154.0,1.0,11175.75,106.0,1.0,2039.0,1048.0,120.0,13000000
658,659,,13000000.0,110.0,0,8.378149,764.0,122.0,19847.75,161.0,89.0,849.0,2677.0,1254.0,754249
659,660,355.0,7500000.0,471.0,0,19.561767,2014.0,288.0,20887.75,93.0,47.0,2622.0,1122.0,1466.0,8135031
660,661,,54000000.0,486.0,0,20.214422,790.0,100.0,18700.75,132.0,1.0,1063.0,261.0,602.0,132511035
661,662,,5500000.0,596.0,21,4.711231,613.0,247.0,21065.75,116.0,352.0,1333.0,240.0,1470.0,10016934
662,663,,15000000.0,193.0,0,14.511442,1064.0,1.0,19978.75,111.0,1.0,2298.0,1915.0,2503.0,16633035
663,664,,,330.0,0,6.76513,1356.0,1.0,20962.75,88.0,1.0,1669.0,2164.0,326.0,18112929
664,665,,,832.0,0,1.0737430000000001,,,14509.75,85.0,1.0,,1932.0,1762.0,70
665,666,146.0,,450.0,0,4.118698999999999,1859.0,1.0,20160.75,98.0,1.0,2488.0,1704.0,1981.0,10
666,667,232.0,250000000.0,2.0,0,20.644776,247.0,227.0,21528.75,161.0,1.0,969.0,1172.0,706.0,958400000
667,668,,,287.0,0,4.250364,2182.0,200.0,21433.75,118.0,1.0,,2075.0,2273.0,340911
668,669,,6300000.0,630.0,0,4.38806,823.0,199.0,20860.75,101.0,1.0,,2713.0,1862.0,419953
669,670,178.0,,532.0,0,8.387519000000001,1891.0,1.0,14649.75,106.0,1.0,1403.0,2385.0,45.0,76578911
670,671,,2650000.0,193.0,0,4.471515,1174.0,1.0,2741.375,147.0,1.0,392.0,1518.0,803.0,3100000
671,672,,6400000.0,550.0,1,1.8229400000000002,1992.0,131.0,20354.75,151.0,265.0,1464.0,2483.0,2169.0,5900000
672,673,,6000000.0,545.0,0,7.510159,1916.0,1.0,21620.75,107.0,1.0,584.0,2106.0,580.0,3485127
673,674,,4200000.0,483.0,0,8.233168,586.0,1.0,10813.75,114.0,72.0,1399.0,289.0,1984.0,38376497
674,675,,135000000.0,352.0,0,13.890179999999999,962.0,1.0,18470.75,121.0,58.0,460.0,1078.0,776.0,76932943
675,676,,10000000.0,168.0,0,5.024458999999999,724.0,1.0,17349.75,77.0,1.0,2527.0,2359.0,2060.0,11411644
676,677,290.0,28000000.0,399.0,0,13.570264000000002,468.0,2.0,21381.75,103.0,1.0,1299.0,1911.0,2325.0,60700000
677,678,,25000000.0,193.0,0,3.643468,555.0,1.0,15958.75,117.0,1.0,1166.0,1218.0,1705.0,777423
678,679,,,551.0,0,7.174869,1397.0,1.0,20486.75,106.0,1.0,2332.0,1417.0,2391.0,1296937
679,680,,2500000.0,702.0,0,5.490505000000001,50.0,1.0,215.0625,106.0,179.0,973.0,694.0,997.0,8750000
680,681,,125000000.0,405.0,0,15.049695000000002,501.0,1.0,18042.75,124.0,91.0,39.0,,,544272402
681,682,,25000000.0,383.0,0,11.109932,887.0,1.0,11471.75,99.0,299.0,1154.0,1136.0,1734.0,11000000
682,683,,,267.0,0,9.861672,156.0,1.0,14150.75,107.0,1.0,1915.0,1194.0,2046.0,46405336
683,684,361.0,26000000.0,394.0,0,13.003122,205.0,1.0,19737.75,91.0,1.0,2579.0,1995.0,379.0,183293131
684,685,,160000000.0,840.0,0,287.253654,41.0,38.0,22719.75,129.0,1.0,330.0,1389.0,1848.0,1262886337
685,686,,1271000.0,692.0,0,7.441117,1436.0,1.0,6.0,81.0,1.0,2441.0,1449.0,802.0,3788000
686,687,,40000000.0,579.0,0,16.453573000000002,1452.0,308.0,22508.75,114.0,395.0,659.0,2883.0,2358.0,86234523
687,688,,,562.0,0,11.966566,1130.0,1.0,13039.75,80.0,334.0,1930.0,2068.0,1738.0,1382462
688,689,,,193.0,0,4.352904,1181.0,143.0,21213.75,122.0,1.0,2145.0,2806.0,2374.0,11294
689,690,1.0,113000000.0,749.0,0,13.165420999999998,1.0,1.0,18398.75,140.0,1.0,1174.0,755.0,4.0,850000000
690,691,,,551.0,0,4.074783,1815.0,37.0,2183.0625,104.0,1.0,2539.0,695.0,1792.0,6000000
691,692,,35000000.0,203.0,0,5.370818,917.0,95.0,17778.75,102.0,1.0,733.0,538.0,1248.0,11560806
692,693,,30000000.0,596.0,0,8.587129,2089.0,1.0,17434.75,108.0,1.0,300.0,186.0,1910.0,180622424
693,694,,5000000.0,670.0,0,13.524048,2299.0,1.0,21830.75,112.0,1.0,2237.0,1692.0,1352.0,2450846
694,695,,,337.0,0,13.235179,2068.0,37.0,10344.75,97.0,1.0,2015.0,31.0,505.0,5979292
695,696,,1.0,829.0,1,1.280455,2169.0,131.0,17757.75,132.0,265.0,,2122.0,2646.0,2
696,697,,,596.0,0,11.950477000000001,375.0,18.0,13787.75,108.0,128.0,207.0,1562.0,2429.0,20000000
697,698,,12000000.0,578.0,0,17.788579000000002,1765.0,1.0,21440.75,94.0,1.0,1766.0,1635.0,920.0,265452
698,699,,6000000.0,303.0,0,11.732546000000001,1967.0,1.0,22167.75,137.0,1.0,626.0,1694.0,1924.0,9077700
699,700,374.0,40000000.0,448.0,0,9.420931,453.0,1.0,22292.75,102.0,1.0,2315.0,2239.0,1990.0,124827316
700,701,,25000000.0,327.0,0,7.409178999999999,1674.0,1.0,11674.75,94.0,1.0,1870.0,1256.0,1546.0,38748395
701,702,,5000000.0,330.0,0,15.021057999999998,1698.0,1.0,22166.75,94.0,1.0,1311.0,2945.0,1374.0,98450062
702,703,32.0,11000000.0,596.0,0,18.344227,409.0,1.0,16259.75,95.0,1.0,2101.0,1820.0,189.0,235483004
703,704,,2053648.0,732.0,0,2.691433,348.0,1.0,16364.75,102.0,1.0,2275.0,2489.0,218.0,500000
704,705,,85000000.0,256.0,0,11.057536,383.0,1.0,18971.75,167.0,73.0,148.0,551.0,17.0,59908565
705,706,,1000000.0,280.0,0,17.911314,50.0,1.0,-152.1875,112.0,1.0,673.0,322.0,996.0,36764313
706,707,,1200000.0,193.0,0,2.017413,220.0,1.0,8537.75,113.0,1.0,1009.0,581.0,2318.0,14363400
707,708,,,538.0,0,9.197511,2314.0,1.0,21586.75,90.0,1.0,2628.0,2024.0,1401.0,13769
708,709,247.0,90000000.0,397.0,0,14.753545,978.0,60.0,21764.75,127.0,1.0,955.0,1605.0,2763.0,206172544
709,710,,3000000.0,193.0,0,6.409512,579.0,1.0,1996.4375,146.0,1.0,2615.0,1520.0,1162.0,10400000
710,711,,,596.0,0,14.331454,1975.0,261.0,20609.75,100.0,1.0,177.0,522.0,1690.0,9504139
711,712,,,289.0,0,1.8938220000000001,2066.0,1.0,10951.75,112.0,1.0,539.0,777.0,1077.0,4385312
